,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
1089,17031824005,Illinois,Cook County,1,5539,1897,0,0.0,0.0,0,0,0,0,0,0,4.6,136233.0,1,1,1,1,1,0,0,0,1329.0,4201.0,1329.0,108.0,373.0,108.0,4201.0,75.84,373.0,6.73,1179.0,21.28,440.0,7.94,4034.0,72.82,19.0,0.34,69.0,1.24,1.0,0.02,8.0,0.15,70.0,1.26,214.0,3.86,23.0,1.21,68.0,3.58,1329.0,23.99,108.0,1.94,409.0,7.38,108.0,1.95,1251.0,22.58,11.0,0.2,38.0,0.68,0.0,0.0,2.0,0.04,27.0,0.49,77.0,1.4,4.0,0.23,21.0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,1464.0,642.0,5308.0,25.0,87.0,2.0,9.0,108.0,293.0,42.0,98.0,17,031,824005,17031824005,8240.05,Census Tract 8240.05,G5020,S,11030348,297883,+41.6625965,-088.0163045
1090,17031824006,Illinois,Cook County,1,3867,1299,0,0.0,0.0,0,0,0,0,0,0,6.1,130929.0,1,1,1,1,1,0,0,0,1491.0,3157.0,1491.0,181.0,338.0,181.0,3157.0,81.63,338.0,8.75,759.0,19.62,416.0,10.77,2961.0,76.57,41.0,1.06,79.0,2.04,0.0,0.0,7.0,0.18,69.0,1.78,173.0,4.48,15.0,1.16,15.0,1.15,1491.0,38.56,181.0,4.67,367.0,9.5,157.0,4.05,1409.0,36.44,14.0,0.37,34.0,0.89,0.0,0.0,1.0,0.02,33.0,0.84,83.0,2.14,8.0,0.61,7.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0,903.0,559.0,3633.0,54.0,92.0,0.0,11.0,77.0,204.0,21.0,22.0,17,031,824006,17031824006,8240.06,Census Tract 8240.06,G5020,S,15225221,179569,+41.6523772,-087.9495062
1091,17031824105,Illinois,Cook County,1,6845,2516,0,0.0,0.0,0,0,0,0,0,0,2.9,120083.0,1,1,1,1,1,0,0,0,691.0,3929.0,691.0,252.0,829.0,252.0,3929.0,57.39,829.0,12.12,927.0,13.54,565.0,8.25,3655.0,53.4,31.0,0.45,175.0,2.56,0.0,0.0,2.0,0.03,66.0,0.96,191.0,2.78,24.0,0.97,80.0,3.18,691.0,10.09,252.0,3.69,122.0,1.78,107.0,1.57,645.0,9.42,7.0,0.11,25.0,0.37,0.0,0.0,0.0,0.0,13.0,0.19,25.0,0.37,2.0,0.07,15.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.0,1496.0,1012.0,6381.0,55.0,266.0,0.0,5.0,138.0,396.0,59.0,141.0,17,031,824105,17031824105,8241.05,Census Tract 8241.05,G5020,S,4404209,0,+41.6378217,-087.8374772
1092,17031824106,Illinois,Cook County,1,7063,2646,0,4.0,0.06,0,0,0,0,0,0,4.6,103197.0,1,1,1,1,1,0,0,0,1744.0,5062.0,1744.0,249.0,873.0,249.0,5062.0,71.67,873.0,12.36,1090.0,15.43,773.0,10.94,4601.0,65.14,58.0,0.81,238.0,3.36,0.0,0.0,6.0,0.08,160.0,2.27,360.0,5.1,52.0,1.97,132.0,4.99,1744.0,24.69,249.0,3.53,393.0,5.56,283.0,4.01,1570.0,22.23,24.0,0.35,90.0,1.28,0.0,0.0,1.0,0.02,58.0,0.82,112.0,1.58,16.0,0.61,46.0,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.0,1522.0,971.0,6418.0,112.0,313.0,0.0,10.0,210.0,497.0,53.0,185.0,17,031,824106,17031824106,8241.06,Census Tract 8241.06,G5020,S,8547954,23928,+41.6183582,-087.8230168
1093,17031824107,Illinois,Cook County,1,6493,2647,0,10.0,0.15,0,0,0,0,1,0,2.0,90956.0,1,1,1,1,1,0,0,1,3208.0,5838.0,3208.0,433.0,750.0,433.0,5838.0,89.92,750.0,11.54,1063.0,16.38,1374.0,21.16,5349.0,82.38,64.0,0.99,248.0,3.81,0.0,0.0,3.0,0.05,175.0,2.69,391.0,6.03,105.0,3.96,57.0,2.15,3208.0,49.41,433.0,6.67,582.0,8.96,715.0,11.02,2949.0,45.42,28.0,0.44,136.0,2.1,0.0,0.0,2.0,0.04,92.0,1.41,238.0,3.66,56.0,2.13,31.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.0,1168.0,1539.0,5922.0,82.0,277.0,0.0,4.0,208.0,435.0,121.0,64.0,17,031,824107,17031824107,8241.07,Census Tract 8241.07,G5020,S,3813006,0,+41.6084176,-087.8133092
1094,17031824108,Illinois,Cook County,1,8063,2744,0,3.0,0.04,0,0,0,0,0,0,14.3,95298.0,1,1,1,1,1,0,0,0,3653.0,6890.0,3653.0,394.0,1279.0,394.0,6890.0,85.45,1279.0,15.87,1926.0,23.89,553.0,6.86,5779.0,71.68,394.0,4.89,378.0,4.69,3.0,0.04,12.0,0.15,323.0,4.01,742.0,9.21,98.0,3.58,164.0,5.98,3653.0,45.3,394.0,4.88,1007.0,12.48,232.0,2.88,3388.0,42.02,28.0,0.35,68.0,0.84,3.0,0.04,8.0,0.1,158.0,1.96,386.0,4.78,36.0,1.3,82.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.0,2254.0,704.0,6644.0,570.0,436.0,3.0,14.0,396.0,848.0,133.0,187.0,17,031,824108,17031824108,8241.08,Census Tract 8241.08,G5020,S,3863456,19721,+41.5914523,-087.8406956
1095,17031824113,Illinois,Cook County,1,6562,2176,0,0.0,0.0,0,0,0,0,0,0,3.0,103617.0,1,1,1,1,1,0,0,0,4514.0,6082.0,4514.0,831.0,1100.0,831.0,6082.0,92.68,1100.0,16.77,1562.0,23.81,712.0,10.85,5487.0,83.62,72.0,1.1,388.0,5.91,0.0,0.0,3.0,0.04,131.0,1.99,295.0,4.5,22.0,1.03,142.0,6.5,4514.0,68.78,831.0,12.67,1195.0,18.21,455.0,6.93,4085.0,62.25,50.0,0.77,290.0,4.43,0.0,0.0,2.0,0.03,86.0,1.31,214.0,3.25,12.0,0.57,102.0,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0,1688.0,751.0,5934.0,78.0,396.0,0.0,3.0,151.0,348.0,32.0,165.0,17,031,824113,17031824113,8241.13,Census Tract 8241.13,G5020,S,7700002,36035,+41.6226172,-087.9006909
1096,17031824114,Illinois,Cook County,1,4709,1672,0,0.0,0.0,0,0,0,0,0,0,3.0,110300.0,1,1,1,1,1,0,0,0,2034.0,4361.0,2034.0,255.0,529.0,255.0,4361.0,92.6,529.0,11.24,1013.0,21.52,714.0,15.15,3929.0,83.43,95.0,2.02,208.0,4.42,0.0,0.0,6.0,0.13,123.0,2.6,191.0,4.05,12.0,0.7,7.0,0.44,2034.0,43.19,255.0,5.41,389.0,8.26,484.0,10.27,1863.0,39.56,30.0,0.65,88.0,1.87,0.0,0.0,2.0,0.04,50.0,1.07,65.0,1.39,7.0,0.42,4.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.0,1114.0,748.0,4234.0,115.0,230.0,0.0,6.0,124.0,193.0,16.0,9.0,17,031,824114,17031824114,8241.14,Census Tract 8241.14,G5020,S,6128251,130210,+41.6196595,-087.8802558
1097,17031824115,Illinois,Cook County,1,3920,1462,0,246.0,6.28,0,0,0,0,0,0,10.1,84943.0,0,1,0,1,0,0,0,0,,3112.0,,,663.0,,3112.0,79.39,663.0,16.9,628.0,16.02,675.0,17.21,2725.0,69.51,61.0,1.56,88.0,2.24,0.0,0.0,3.0,0.09,235.0,5.99,416.0,10.62,51.0,3.52,95.0,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,740.0,909.0,3441.0,74.0,126.0,0.0,4.0,275.0,446.0,61.0,126.0,17,031,824115,17031824115,8241.15,Census Tract 8241.15,G5020,S,2677506,42699,+41.6238866,-087.8445146
1098,17031824116,Illinois,Cook County,1,4718,1946,0,0.0,0.0,0,0,0,0,0,0,9.6,78643.0,1,1,1,1,1,0,0,0,848.0,3476.0,848.0,155.0,918.0,155.0,3476.0,73.67,918.0,19.47,783.0,16.6,511.0,10.83,3089.0,65.48,57.0,1.21,121.0,2.57,2.0,0.05,5.0,0.11,200.0,4.25,390.0,8.26,59.0,3.04,199.0,10.25,848.0,17.98,155.0,3.28,230.0,4.87,63.0,1.33,785.0,16.63,2.0,0.04,38.0,0.81,0.0,0.0,4.0,0.08,20.0,0.42,23.0,0.48,10.0,0.49,35.0,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.0,1017.0,747.0,4200.0,73.0,174.0,3.0,6.0,262.0,581.0,97.0,322.0,17,031,824116,17031824116,8241.16,Census Tract 8241.16,G5020,S,8029619,1301475,+41.6107491,-087.8606961
1099,17031824117,Illinois,Cook County,1,9868,3370,0,0.0,0.0,0,0,0,0,0,0,2.7,105203.0,1,1,1,1,1,0,0,0,9868.0,9868.0,9868.0,925.0,925.0,925.0,9868.0,100.0,925.0,9.37,2338.0,23.69,1099.0,11.14,9000.0,91.2,130.0,1.32,477.0,4.83,0.0,0.0,7.0,0.07,254.0,2.57,574.0,5.82,33.0,0.97,142.0,4.22,9868.0,100.0,925.0,9.37,2338.0,23.69,1099.0,11.14,9000.0,91.2,130.0,1.32,477.0,4.83,0.0,0.0,7.0,0.07,254.0,2.57,574.0,5.82,33.0,0.97,142.0,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,2338.0,1099.0,9000.0,130.0,477.0,0.0,7.0,254.0,574.0,31.0,143.0,17,031,824117,17031824117,8241.17,Census Tract 8241.17,G5020,S,6337378,0,+41.5694879,-087.8379750
1100,17031824119,Illinois,Cook County,1,5675,2010,0,0.0,0.0,0,0,0,0,0,0,3.2,124926.0,1,1,1,1,1,0,0,0,1485.0,4954.0,1485.0,223.0,635.0,223.0,4954.0,87.29,635.0,11.18,1139.0,20.07,720.0,12.69,4524.0,79.72,79.0,1.39,207.0,3.65,1.0,0.02,2.0,0.04,140.0,2.47,272.0,4.79,67.0,3.33,27.0,1.37,1485.0,26.17,223.0,3.93,389.0,6.85,128.0,2.26,1340.0,23.61,23.0,0.4,68.0,1.2,1.0,0.02,0.0,0.0,53.0,0.93,101.0,1.78,16.0,0.79,7.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.0,1319.0,837.0,5164.0,85.0,269.0,1.0,2.0,154.0,301.0,81.0,33.0,17,031,824119,17031824119,8241.19,Census Tract 8241.19,G5020,S,7671574,43640,+41.5818610,-087.8994758
1101,17031824120,Illinois,Cook County,1,8680,3260,0,201.0,2.32,0,0,0,0,0,0,5.7,142877.0,1,1,1,1,1,0,0,0,2456.0,6853.0,2456.0,202.0,761.0,202.0,6853.0,78.95,761.0,8.76,1785.0,20.57,1313.0,15.13,6160.0,70.96,162.0,1.87,350.0,4.03,3.0,0.03,3.0,0.03,175.0,2.02,259.0,2.98,56.0,1.72,41.0,1.25,2456.0,28.29,202.0,2.32,669.0,7.71,375.0,4.32,2154.0,24.81,62.0,0.71,154.0,1.77,1.0,0.01,0.0,0.01,85.0,0.98,115.0,1.32,11.0,0.35,15.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.0,2045.0,2160.0,7820.0,197.0,451.0,3.0,5.0,204.0,308.0,85.0,60.0,17,031,824120,17031824120,8241.20,Census Tract 8241.20,G5020,S,15480743,93131,+41.5797819,-087.8729289
1102,17031824121,Illinois,Cook County,1,3174,1207,0,0.0,0.0,0,0,0,0,0,0,9.3,90556.0,1,1,1,1,1,0,0,0,2378.0,3174.0,2378.0,334.0,444.0,334.0,3174.0,100.0,444.0,13.99,669.0,21.08,350.0,11.03,2940.0,92.63,38.0,1.2,80.0,2.52,0.0,0.0,9.0,0.28,107.0,3.37,212.0,6.68,0.0,0.0,79.0,6.52,2378.0,74.91,334.0,10.52,533.0,16.8,249.0,7.84,2219.0,69.92,19.0,0.59,51.0,1.6,0.0,0.0,8.0,0.26,81.0,2.54,156.0,4.91,0.0,0.0,54.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0,669.0,350.0,2940.0,38.0,80.0,0.0,9.0,107.0,212.0,0.0,81.0,17,031,824121,17031824121,8241.21,Census Tract 8241.21,G5020,S,1739379,0,+41.5918129,-087.8275418
1103,17031824122,Illinois,Cook County,1,6423,2308,0,0.0,0.0,0,0,0,0,1,0,9.8,117468.0,1,1,1,1,1,0,0,1,5834.0,6423.0,5834.0,883.0,987.0,883.0,6423.0,100.0,987.0,15.36,1455.0,22.65,763.0,11.88,5893.0,91.75,69.0,1.07,286.0,4.45,4.0,0.06,9.0,0.14,162.0,2.52,336.0,5.23,112.0,4.85,43.0,1.85,5834.0,90.84,883.0,13.74,1349.0,21.0,663.0,10.32,5333.0,83.03,67.0,1.05,273.0,4.26,4.0,0.06,9.0,0.14,148.0,2.3,318.0,4.95,92.0,3.99,38.0,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.0,1455.0,763.0,5893.0,69.0,286.0,4.0,9.0,162.0,336.0,104.0,43.0,17,031,824122,17031824122,8241.22,Census Tract 8241.22,G5020,S,3983804,0,+41.5799139,-087.8178593
1104,17031824123,Illinois,Cook County,1,7756,2849,0,0.0,0.0,0,0,0,0,0,0,11.9,78702.0,0,1,0,1,0,0,0,0,10.0,5338.0,10.0,4.0,1268.0,4.0,5338.0,68.83,1268.0,16.35,1286.0,16.58,482.0,6.21,4880.0,62.93,121.0,1.57,128.0,1.65,1.0,0.01,8.0,0.11,199.0,2.57,447.0,5.76,88.0,3.07,104.0,3.64,10.0,0.13,4.0,0.05,2.0,0.02,1.0,0.01,9.0,0.11,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.0,1870.0,831.0,7021.0,192.0,221.0,1.0,18.0,303.0,654.0,118.0,150.0,17,031,824123,17031824123,8241.23,Census Tract 8241.23,G5020,S,3917302,25476,+41.5912769,-087.8001428
1105,17031824300,Illinois,Cook County,1,4814,1613,0,401.0,8.33,1,1,1,1,1,1,41.1,52276.0,1,1,1,1,1,0,0,1,1918.0,4303.0,1918.0,1136.0,2497.0,1136.0,4303.0,89.38,2497.0,51.87,1126.0,23.39,591.0,12.28,301.0,6.25,3794.0,78.8,5.0,0.1,0.0,0.0,16.0,0.33,188.0,3.91,358.0,7.43,324.0,20.07,594.0,36.82,1918.0,39.85,1136.0,23.6,480.0,9.98,315.0,6.55,134.0,2.78,1675.0,34.8,2.0,0.03,0.0,0.0,6.0,0.13,102.0,2.11,185.0,3.85,153.0,9.47,298.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.0,1254.0,723.0,316.0,4269.0,5.0,0.0,19.0,205.0,380.0,378.0,683.0,17,031,824300,17031824300,8243,Census Tract 8243,G5020,S,4022883,0,+41.6413257,-087.6992633
1106,17031824400,Illinois,Cook County,1,2317,830,0,252.0,10.88,0,1,0,1,1,1,21.0,65250.0,0,1,0,1,0,0,0,1,0.0,1713.0,0.0,0.0,792.0,0.0,1713.0,73.92,792.0,34.17,403.0,17.41,379.0,16.36,727.0,31.37,854.0,36.86,16.0,0.71,2.0,0.09,3.0,0.13,110.0,4.76,173.0,7.46,128.0,15.45,64.0,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0,524.0,540.0,1167.0,957.0,21.0,3.0,3.0,166.0,262.0,169.0,85.0,17,031,824400,17031824400,8244,Census Tract 8244,G5020,S,3129449,0,+41.6399612,-087.7262117
1107,17031824503,Illinois,Cook County,1,6740,2941,0,0.0,0.0,0,0,0,0,0,0,4.8,81653.0,1,1,1,1,1,0,0,0,2318.0,5052.0,2318.0,184.0,627.0,184.0,5052.0,74.96,627.0,9.31,976.0,14.49,863.0,12.8,4608.0,68.36,114.0,1.69,135.0,2.0,0.0,0.0,3.0,0.04,193.0,2.86,333.0,4.94,64.0,2.17,180.0,6.13,2318.0,34.39,184.0,2.73,526.0,7.8,379.0,5.62,2144.0,31.81,16.0,0.24,110.0,1.63,0.0,0.0,1.0,0.01,47.0,0.7,93.0,1.39,19.0,0.64,68.0,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0,1250.0,1168.0,6135.0,170.0,158.0,0.0,3.0,274.0,459.0,154.0,249.0,17,031,824503,17031824503,8245.03,Census Tract 8245.03,G5020,S,12284865,144950,+41.6359574,-087.7819898
1108,17031824505,Illinois,Cook County,1,6869,2510,0,24.0,0.35,0,0,0,0,0,0,5.0,87266.0,0,1,0,1,0,0,0,0,48.0,4940.0,48.0,6.0,637.0,6.0,4940.0,71.92,637.0,9.28,1231.0,17.91,528.0,7.68,4412.0,64.23,93.0,1.35,142.0,2.07,0.0,0.0,5.0,0.07,289.0,4.2,522.0,7.6,5.0,0.21,94.0,3.73,48.0,0.7,6.0,0.09,12.0,0.17,4.0,0.06,43.0,0.62,2.0,0.03,1.0,0.01,0.0,0.0,0.0,0.0,2.0,0.03,5.0,0.07,0.0,0.0,1.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,1697.0,702.0,5848.0,309.0,267.0,0.0,11.0,434.0,748.0,19.0,140.0,17,031,824505,17031824505,8245.05,Census Tract 8245.05,G5020,S,2703723,0,+41.6080771,-087.7686415
1109,17031824506,Illinois,Cook County,1,7617,3045,0,11.0,0.14,0,0,0,0,1,0,1.5,97561.0,1,1,1,1,1,0,0,1,2752.0,5836.0,2752.0,280.0,654.0,280.0,5836.0,76.62,654.0,8.59,1299.0,17.05,952.0,12.49,5327.0,69.93,162.0,2.13,118.0,1.55,1.0,0.01,5.0,0.07,222.0,2.91,463.0,6.08,103.0,3.37,18.0,0.6,2752.0,36.13,280.0,3.67,669.0,8.79,361.0,4.74,2467.0,32.38,130.0,1.7,52.0,0.68,1.0,0.01,4.0,0.05,99.0,1.3,203.0,2.67,43.0,1.4,8.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,1593.0,1455.0,6929.0,184.0,201.0,1.0,6.0,296.0,579.0,174.0,27.0,17,031,824506,17031824506,8245.06,Census Tract 8245.06,G5020,S,6536661,0,+41.6174198,-087.7826943
1110,17031824507,Illinois,Cook County,1,4214,1781,0,0.0,0.0,0,0,0,0,0,0,18.9,73846.0,0,1,0,1,0,0,0,0,113.0,1896.0,113.0,14.0,233.0,14.0,1896.0,44.98,233.0,5.53,444.0,10.53,364.0,8.65,1774.0,42.09,29.0,0.69,28.0,0.67,0.0,0.0,0.0,0.0,65.0,1.53,114.0,2.69,8.0,0.47,74.0,4.15,113.0,2.67,14.0,0.33,22.0,0.53,25.0,0.6,109.0,2.59,3.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.15,1.0,0.03,5.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.0,906.0,818.0,3787.0,98.0,145.0,1.0,2.0,181.0,349.0,164.0,189.0,17,031,824507,17031824507,8245.07,Census Tract 8245.07,G5020,S,5143006,5375,+41.5953420,-087.7733591
1111,17031824601,Illinois,Cook County,1,4394,1654,0,0.0,0.0,0,0,0,0,0,0,7.0,78977.0,1,1,1,1,1,0,0,0,707.0,2490.0,707.0,123.0,510.0,123.0,2490.0,56.66,510.0,11.61,556.0,12.65,347.0,7.89,2287.0,52.06,36.0,0.81,40.0,0.92,0.0,0.0,7.0,0.16,120.0,2.72,232.0,5.28,0.0,0.0,90.0,5.42,707.0,16.08,123.0,2.8,181.0,4.13,77.0,1.76,638.0,14.51,13.0,0.3,7.0,0.17,0.0,0.0,6.0,0.14,42.0,0.96,81.0,1.85,0.0,0.0,24.0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.0,1075.0,519.0,3932.0,119.0,63.0,0.0,17.0,263.0,454.0,10.0,156.0,17,031,824601,17031824601,8246.01,Census Tract 8246.01,G5020,S,3409575,0,+41.6286651,-087.7449388
1112,17031824602,Illinois,Cook County,1,6545,2488,0,3.0,0.05,0,0,0,0,0,0,13.8,68920.0,0,1,0,1,0,0,0,0,25.0,3349.0,25.0,3.0,468.0,3.0,3349.0,51.17,468.0,7.15,759.0,11.59,416.0,6.36,2994.0,45.75,37.0,0.56,79.0,1.2,5.0,0.07,6.0,0.09,229.0,3.5,372.0,5.69,82.0,3.28,107.0,4.3,25.0,0.39,3.0,0.04,5.0,0.07,4.0,0.06,23.0,0.35,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,2.0,0.02,2.0,0.03,0.0,0.01,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.0,1548.0,695.0,5491.0,344.0,153.0,6.0,14.0,537.0,815.0,165.0,204.0,17,031,824602,17031824602,8246.02,Census Tract 8246.02,G5020,S,3606404,0,+41.6174072,-087.7385010
1113,17031824701,Illinois,Cook County,1,3962,1349,0,25.0,0.63,0,0,0,0,0,0,6.3,76625.0,0,0,0,0,0,0,0,0,,355.0,,,89.0,,355.0,8.95,89.0,2.26,88.0,2.21,39.0,0.98,307.0,7.75,3.0,0.09,1.0,0.03,3.0,0.08,0.0,0.0,40.0,1.01,66.0,1.66,10.0,0.77,14.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0,1054.0,392.0,2904.0,380.0,82.0,3.0,7.0,586.0,890.0,147.0,165.0,17,031,824701,17031824701,8247.01,Census Tract 8247.01,G5020,S,1734810,0,+41.6281704,-087.7186498
1114,17031824702,Illinois,Cook County,1,5607,1889,0,101.0,1.8,0,0,0,0,1,0,12.3,77143.0,1,1,1,1,1,0,0,1,620.0,4870.0,620.0,143.0,1495.0,143.0,4870.0,86.85,1495.0,26.65,1306.0,23.3,498.0,8.88,3274.0,58.38,779.0,13.9,35.0,0.62,0.0,0.0,17.0,0.3,766.0,13.66,1231.0,21.96,101.0,5.35,278.0,14.7,620.0,11.05,143.0,2.54,145.0,2.58,93.0,1.65,485.0,8.65,36.0,0.63,7.0,0.12,0.0,0.0,2.0,0.04,90.0,1.61,142.0,2.53,11.0,0.57,38.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.0,1541.0,544.0,3680.0,957.0,46.0,0.0,27.0,897.0,1441.0,131.0,340.0,17,031,824702,17031824702,8247.02,Census Tract 8247.02,G5020,S,2202626,0,+41.6219897,-087.7084844
1115,17031824800,Illinois,Cook County,1,7756,2262,0,0.0,0.0,0,1,0,1,1,1,23.8,49930.0,0,1,0,1,0,0,0,1,191.0,5960.0,191.0,122.0,3118.0,122.0,5960.0,76.85,3118.0,40.2,1936.0,24.96,405.0,5.23,3112.0,40.12,1293.0,16.67,21.0,0.27,6.0,0.07,33.0,0.42,1497.0,19.3,3129.0,40.35,150.0,6.63,368.0,16.28,191.0,2.47,122.0,1.58,59.0,0.76,23.0,0.3,29.0,0.37,128.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.44,55.0,0.71,1.0,0.03,13.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4164.0,2560.0,553.0,3817.0,1861.0,49.0,6.0,40.0,1983.0,4110.0,213.0,480.0,17,031,824800,17031824800,8248,Census Tract 8248,G5020,S,4615886,0,+41.6245178,-087.6852795
